temperature,rainfall,humidity
17.57,19.79,38.25
38.78,120.9,35.69
20.05,193.15,73.51
12.76,44.12,24.21
37.36,180.11,58.12
14.25,8.42,32.91
42.07,122.51,63.32
44.4,56.08,22.45
26.09,230.99,73.11
14.94,243.03,63.23
28.29,114.88,66.29
26.32,299.77,22.48
23.82,85.81,62.06
18.58,102.0,47.88
40.62,291.6,97.68
21.34,44.76,53.29
42.83,135.0,52.1
24.77,86.53,27.24
16.43,131.49,10.2
12.34,4.06,84.71
43.09,123.27,69.5
32.11,14.48,45.61
28.58,128.63,21.16
30.82,278.56,61.43
32.61,128.94,55.93
11.13,140.95,58.82
11.56,162.02,66.29
33.42,94.83,48.65
38.97,126.09,97.15
43.41,275.24,31.79
16.73,38.14,53.88
17.77,114.86,73.54
31.71,109.65,59.83
30.45,203.33,23.03
22.34,265.36,43.6
21.38,31.53,50.16
42.75,174.77,72.19
23.81,48.97,23.19
39.94,67.27,49.71
15.94,159.95,77.8
37.3,190.11,49.63
23.8,267.85,17.13
27.33,72.85,92.7
23.48,278.81,43.37
26.82,262.79,46.49
43.3,282.61,39.59
20.88,267.04,42.11
35.51,144.67,34.75
29.9,16.83,81.14
18.83,135.15,39.99
29.06,72.59,51.63
43.58,258.33,13.16
17.51,189.92,10.21
20.43,110.49,80.43
30.6,217.4,12.02
20.94,121.43,48.48
42.34,68.36,24.18
43.33,146.24,48.14
38.36,88.26,53.19
28.29,253.66,43.09
40.82,246.54,93.15
40.66,296.35,38.77
22.73,229.05,28.19
15.12,16.89,91.02
32.82,247.12,70.28
16.8,241.51,17.42
14.78,68.21,66.2
42.95,88.13,41.61
24.16,83.02,60.0
44.52,244.14,52.9
40.24,68.13,78.46
43.06,268.46,57.32
18.21,77.51,41.72
25.66,114.75,45.67
19.04,129.65,35.24
22.1,249.75,57.98
43.17,202.81,98.57
29.72,103.01,15.3
26.88,253.18,45.18
32.44,291.47,83.09
31.25,5.27,73.49
29.69,121.21,34.35
31.97,259.56,37.62
41.02,135.9,51.38
13.33,8.24,19.43
41.69,129.28,63.09
23.05,295.17,51.63
36.95,21.64,11.63
19.79,161.75,85.27
29.23,154.88,24.44
35.41,207.98,78.71
37.41,267.97,34.65
17.82,215.79,29.07
15.5,3.88,23.81
37.98,27.94,99.47
12.59,184.34,51.93
38.85,89.32,88.56
12.99,4.36,98.09
39.01,46.29,57.46
40.88,218.02,50.3
32.74,260.98,88.58
39.88,159.63,73.97
36.33,120.21,93.78
36.69,178.48,78.31
10.77,233.33,84.55
34.68,157.58,52.31
37.39,196.08,23.34
12.65,40.58,69.22
42.43,155.82,76.48
37.44,57.27,84.11
31.91,23.98,98.33
42.86,104.2,75.81
23.18,27.86,28.61
14.82,230.73,70.4
30.24,56.03,93.81
21.89,167.36,68.3
18.78,283.54,73.41
25.65,285.22,71.72
21.99,254.67,62.93
11.71,135.73,13.98
11.72,66.46,66.56
26.82,111.54,46.53
13.7,124.96,90.71
28.5,73.54,90.7
29.6,72.66,65.47
10.98,24.88,76.52
33.95,31.67,76.52
41.91,233.59,26.3
42.45,149.02,31.52
20.74,271.9,77.67
44.32,92.61,19.76
27.36,252.73,47.2
10.22,5.12,60.14
44.42,160.98,64.81
31.4,115.81,88.52
35.18,165.53,52.66
26.78,55.11,85.93
38.45,278.54,54.2
23.84,32.29,38.24
42.89,276.69,59.63
16.56,148.13,85.94
33.68,31.73,81.45
19.67,7.55,88.55
42.58,296.9,20.82
42.54,126.18,45.78
40.62,105.09,64.48
29.56,156.63,95.14
22.31,178.45,56.22
37.8,254.35,31.24
14.87,222.19,83.53
35.23,90.87,49.93
34.92,278.67,48.03
22.99,60.95,11.6
29.0,190.02,10.01
43.57,144.15,21.5
42.36,107.37,57.7
13.75,280.01,48.43
24.06,100.08,94.04
39.71,223.92,23.39
35.75,22.04,29.86
24.23,204.93,59.72
25.58,236.37,55.55
15.1,262.3,88.65
31.69,36.75,80.11
30.67,175.48,65.32
19.79,287.14,30.83
22.0,32.74,26.62
23.16,134.12,40.99
28.83,193.57,27.92
37.34,158.04,94.54
39.87,109.67,58.48
33.79,283.22,79.37
29.4,120.4,34.79
12.82,257.59,29.33
18.16,116.92,90.56
11.36,297.56,15.89
43.98,1.08,42.26
41.16,84.26,82.24
38.86,55.76,93.44
14.66,82.41,26.29
36.85,116.86,80.87
11.46,79.63,95.05
31.2,42.46,58.37
31.11,267.25,38.88
11.66,26.71,16.57
36.53,26.11,67.34
40.06,264.68,47.62
39.19,275.3,87.59
40.67,78.43,23.26
30.59,217.43,97.02
28.33,221.95,90.12
32.43,284.31,84.39
32.02,293.94,91.22
15.87,116.09,47.96
36.39,86.05,57.79
28.1,148.18,74.06
26.77,288.01,39.31
44.13,133.34,83.66
21.04,47.37,20.46
43.46,294.89,67.16
27.19,171.56,16.45
30.87,160.51,70.91
44.28,263.14,99.32
13.11,154.78,63.06
26.58,265.07,52.86
13.12,236.63,77.94
28.79,98.9,39.14
32.77,260.23,12.33
37.27,241.05,83.68
34.38,223.71,10.81
14.3,36.09,49.89
17.74,72.4,28.69
37.59,8.59,48.46
22.56,53.73,72.94
32.44,132.22,45.81
20.72,292.93,90.99
29.12,273.92,32.92
37.36,74.99,61.59
11.28,23.25,26.55
38.72,258.96,91.38
37.36,181.03,28.77
35.23,162.65,79.7
27.3,283.67,23.92
34.1,141.33,16.58
30.33,31.47,19.43
43.7,51.77,46.32
15.84,200.43,16.33
36.71,49.99,15.35
41.42,134.57,93.46
25.26,37.94,54.67
19.86,219.34,30.96
30.5,82.38,95.63
38.41,147.83,67.16
34.69,225.56,13.68
22.49,87.98,67.55
30.08,272.18,54.32
16.94,261.91,70.88
21.38,99.21,63.44
39.49,57.27,20.19
10.18,22.96,65.14
16.06,183.38,16.21
11.25,133.33,78.33
37.6,272.36,37.62
16.36,42.68,43.52
10.4,214.75,90.83
29.76,176.97,31.65
30.97,14.14,81.35
27.41,212.81,53.65
25.78,12.94,59.46
20.98,67.82,25.36
16.12,96.64,68.81
42.06,45.03,57.64
11.37,1.07,68.1
41.08,170.27,18.43
35.78,202.08,57.44
41.67,246.31,98.45
11.63,86.1,79.97
27.18,289.37,81.6
28.04,246.08,57.94
42.54,184.84,98.01
39.59,69.54,78.21
31.73,193.29,54.04
24.13,238.34,30.08
26.63,296.41,21.43
20.73,11.85,95.65
34.98,32.14,62.3
32.74,17.75,16.71
40.08,229.83,39.67
14.32,187.9,45.85
44.72,34.98,94.69
25.33,269.23,81.94
26.22,230.9,47.82
24.64,254.08,29.82
28.66,158.56,91.32
25.68,139.48,92.99
31.92,257.38,98.02
10.17,128.62,65.62
13.1,208.0,79.29
10.54,130.13,93.38
18.15,157.67,39.18
40.19,50.14,21.23
24.43,11.35,83.86
24.82,278.1,82.85
13.69,260.94,33.83
12.21,90.52,10.13
15.28,122.03,98.69
32.18,7.2,88.33
30.9,73.96,96.69
29.27,254.86,13.23
41.86,220.0,17.89
24.76,5.37,11.14
22.08,6.51,71.41
39.05,80.38,68.04
33.42,250.82,23.45
14.32,164.4,84.88
13.91,37.73,84.78
31.84,270.3,99.1
25.53,13.69,58.76
32.41,129.82,88.7
31.14,146.51,16.5
21.49,72.84,78.28
35.47,285.28,10.5
27.57,279.41,43.49
44.63,138.56,42.79
41.91,205.88,90.07
17.91,260.36,33.92
26.97,71.47,63.03
15.78,86.84,63.65
40.88,266.88,51.69
11.9,76.13,89.95
23.04,24.95,84.32
11.83,163.03,77.34
33.44,275.31,57.89
22.21,287.55,95.9
29.21,93.02,37.86
28.12,34.58,66.88
14.6,130.24,69.16
32.6,133.7,32.95
31.78,294.68,89.78
38.47,21.8,18.59
41.67,252.34,10.6
33.92,181.51,18.0
29.94,50.14,52.92
23.75,19.11,61.86
22.26,99.25,63.18
18.01,273.99,92.44
12.95,232.62,78.13
14.28,234.24,80.26
35.91,39.09,27.32
14.43,232.67,58.12
41.17,239.04,41.8
26.1,49.24,98.88
21.68,10.64,18.69
44.42,29.24,60.51
17.14,103.91,90.55
35.38,43.19,83.03
23.29,279.24,77.01
18.96,22.54,77.07
41.98,64.36,63.93
14.57,282.22,23.62
25.73,135.24,82.82
33.56,15.8,64.19
33.43,246.19,65.8
25.61,194.33,42.3
18.53,147.98,10.13
27.74,17.05,75.12
14.61,58.22,25.39
13.94,135.42,90.19
20.7,193.79,68.23
22.21,139.35,13.2
11.96,85.42,86.86
18.57,66.56,63.5
22.13,51.03,84.32
15.34,7.29,26.39
43.13,37.56,36.01
19.22,95.4,12.15
35.33,175.8,40.13
40.55,82.15,26.25
38.51,23.58,38.58
42.4,211.62,82.21
39.39,96.67,98.91
12.47,282.96,94.42
41.22,188.01,69.07
23.85,21.05,97.25
39.57,25.66,45.52
33.44,208.92,87.75
11.16,191.7,60.26
39.11,106.78,76.4
34.71,55.12,16.38
34.34,204.03,41.56
27.74,32.14,79.06
22.54,226.84,70.38
15.89,136.9,30.88
17.01,12.45,25.72
40.7,251.2,15.44
35.59,226.02,11.7
14.34,200.79,57.83
30.89,202.17,89.44
13.8,104.03,48.78
13.89,54.69,44.71
28.09,218.21,85.66
38.64,187.92,32.1
24.9,102.69,61.8
21.43,108.98,64.65
31.2,65.15,93.76
42.56,239.76,24.55
20.61,225.12,59.3
16.37,206.2,52.15
40.59,68.84,43.93
20.98,93.01,55.45
42.02,65.17,21.02
36.04,268.97,90.64
22.79,170.59,36.15
42.9,295.94,10.6
31.86,77.76,92.65
43.9,98.67,35.38
41.3,99.05,25.25
31.32,283.36,62.37
33.32,201.16,42.46
10.54,264.77,87.88
43.16,115.24,43.27
11.05,24.39,78.59
12.53,6.16,28.98
32.25,246.1,42.95
28.73,210.52,64.16
36.14,18.22,75.1
16.83,70.15,15.95
43.21,268.4,67.84
36.81,238.13,36.7
44.82,144.72,37.11
30.61,113.01,68.14
26.15,236.4,96.37
34.86,230.09,75.38
20.89,247.09,31.27
20.69,107.14,88.13
41.86,196.87,89.45
20.94,50.6,84.42
37.21,128.19,25.6
24.87,164.96,69.09
26.36,195.48,59.3
21.14,188.9,23.79
43.64,134.61,16.24
33.03,280.02,37.03
12.04,212.85,61.85
37.61,97.09,99.36
29.72,145.12,32.15
15.58,201.19,72.89
13.06,148.94,55.06
42.59,157.86,57.48
24.96,287.78,47.13
43.32,47.19,85.08
28.41,166.33,80.17
23.33,118.2,92.1
14.62,67.3,69.43
15.84,194.7,74.27
21.96,181.96,19.09
31.0,14.72,94.75
30.49,261.83,98.47
10.34,150.88,69.7
21.32,20.26,47.15
35.54,256.97,27.03
43.4,222.96,89.16
34.7,151.69,18.51
12.13,75.61,40.74
42.8,158.47,73.6
32.9,86.32,71.76
35.43,23.05,35.46
25.57,176.42,45.27
33.42,33.32,53.54
44.62,12.54,34.6
31.41,25.82,17.01
44.54,244.45,66.49
21.97,84.46,58.53
17.12,127.67,24.07
19.69,61.69,70.47
40.6,88.03,16.22
44.28,146.39,76.64
30.09,243.8,40.56
24.02,26.71,94.1
26.79,116.23,61.54
12.39,211.77,37.16
16.03,139.43,72.2
19.74,269.43,35.63
39.68,279.05,26.12
31.23,14.17,53.51
43.41,290.36,38.89
33.21,45.46,20.2
30.11,120.95,25.92
34.8,277.32,12.76
28.16,58.63,23.94
38.4,173.11,98.74
35.29,0.95,94.62
31.26,192.57,22.48
26.12,121.07,34.08
23.2,192.95,58.31
25.52,35.8,58.06
24.27,30.14,25.88
15.98,229.6,20.24
24.49,211.95,92.55
42.09,206.66,34.51
13.19,294.24,10.08
43.03,274.02,73.37
16.85,102.8,65.21
19.49,117.47,11.11
32.21,88.14,21.1
15.47,250.96,60.23
35.11,59.3,37.72
27.8,225.33,53.32
23.23,265.29,20.45
28.92,177.52,27.52
36.73,55.75,73.79
29.89,29.24,73.39
38.54,22.16,87.82
32.75,278.49,70.68
40.39,219.7,59.22
43.61,253.19,10.95
17.34,34.03,98.52
21.39,137.45,46.0
35.46,15.31,44.61
33.86,159.15,99.37
12.89,50.27,68.45
16.06,71.1,92.63
21.55,140.2,77.15
14.04,86.71,96.38
31.42,206.54,53.89
38.74,71.18,21.06
36.85,278.18,29.74
14.3,292.85,29.76
23.39,155.94,82.95
27.36,205.1,83.89
25.65,264.28,34.51
41.94,111.9,74.28
25.85,99.08,35.98
19.34,104.64,73.83
21.71,86.41,33.96
43.92,248.07,48.97
29.95,36.02,40.78
28.42,105.95,22.3
24.48,2.27,42.18
35.7,81.6,46.53
12.43,116.05,94.99
33.67,233.85,88.34
32.75,29.93,55.9
40.94,290.24,73.72
27.95,248.24,27.92
41.82,201.47,41.89
37.77,114.61,33.87
10.3,151.36,26.92
21.55,125.46,98.45
16.01,58.01,86.0
35.14,47.1,98.38
11.66,212.25,45.26
23.31,127.21,43.02
34.45,297.97,50.71
43.31,124.8,57.75
27.85,256.94,14.68
16.13,141.97,37.26
24.62,189.9,99.93
22.9,78.03,53.68
28.73,50.87,12.9
21.2,206.8,45.34
33.32,116.63,24.5
27.74,144.25,34.86
25.61,259.06,45.63
11.01,32.94,77.73
12.03,80.54,61.42
41.19,216.12,56.21
36.44,228.98,12.01
17.76,61.35,45.95
37.47,186.83,26.39
17.47,241.7,17.77
18.87,70.84,74.55
44.64,184.46,94.52
10.07,83.11,85.26
23.59,159.04,27.46
33.55,124.35,81.57
10.52,58.94,52.46
29.5,202.7,84.31
34.21,245.17,99.01
30.81,181.33,76.19
32.54,184.39,81.79
32.0,150.27,40.98
38.8,159.63,63.69
24.52,245.95,53.43
11.89,60.69,49.4
21.35,207.89,77.96
38.24,185.96,22.84
19.3,76.91,31.5
43.09,242.87,98.76
12.84,299.01,63.52
20.53,178.61,88.16
19.24,243.3,27.75
14.3,74.2,79.64
32.81,137.74,75.81
36.46,169.32,87.43
20.32,167.44,66.31
38.33,118.26,53.52
15.46,49.72,77.62
37.24,243.2,86.87
34.04,11.27,89.4
40.11,173.37,97.39
25.33,62.05,58.47
17.95,153.51,85.79
19.5,75.16,36.58
15.99,52.04,88.34
44.17,178.14,20.87
32.24,258.69,88.38
26.96,171.01,53.92
30.69,241.48,24.12
36.8,19.85,14.6
29.76,210.82,62.31
38.81,57.62,71.08
41.26,296.19,90.6
36.69,206.04,84.26
40.3,102.18,61.32
32.11,30.04,25.77
42.13,205.4,98.4
30.7,35.42,20.3
31.1,219.58,71.28
12.9,115.97,68.64
35.09,288.53,94.14
10.22,177.3,18.81
31.78,135.89,77.0
31.31,148.91,64.71
42.56,202.61,89.85
41.59,237.79,69.49
39.24,97.06,15.81
31.75,146.59,93.22
18.79,279.23,10.99
41.74,121.05,37.02
14.5,129.3,90.97
38.65,25.65,12.74
37.99,117.63,75.77
26.62,259.56,65.74
19.56,251.88,62.5
33.92,231.53,22.84
23.7,14.45,19.93
28.77,19.84,10.32
24.79,276.95,40.31
43.89,190.17,26.71
35.8,230.52,64.44
19.19,101.89,87.78
14.55,81.69,42.25
38.83,115.45,62.3
16.35,184.63,50.46
33.3,159.16,80.08
17.78,187.51,51.29
11.13,206.96,80.22
19.05,100.03,49.58
33.86,285.12,45.01
40.45,129.57,64.84
30.69,120.32,87.93
17.57,163.89,69.38
40.65,172.02,77.27
14.69,233.99,79.32
34.55,211.04,58.77
22.25,235.33,50.23
24.3,128.07,79.11
18.9,43.85,38.45
21.3,154.65,69.12
40.85,279.78,21.8
14.02,22.83,73.14
27.0,159.86,35.6
42.88,93.61,28.65
21.48,255.2,48.66
14.21,162.5,10.79
41.63,83.86,99.35
18.47,9.63,50.0
24.25,273.17,48.04
38.86,240.24,73.44
44.72,129.88,21.4
35.26,27.72,57.71
39.75,143.64,54.62
10.47,99.5,29.64
26.86,107.37,10.87
22.47,216.87,93.59
32.95,245.2,99.71
37.68,264.22,11.74
28.4,122.94,12.64
26.54,191.88,91.94
29.7,181.03,31.72
22.78,43.85,94.91
33.23,169.57,90.58
14.18,205.73,19.18
43.79,150.46,94.95
11.35,38.29,55.75
40.81,250.34,38.12
21.6,201.38,47.68
29.07,95.97,58.85
15.04,60.55,81.43
31.56,50.44,76.38
14.51,155.22,88.54
32.74,291.69,59.77
21.43,101.17,37.3
31.38,223.6,47.73
38.68,231.86,74.27
38.21,185.56,94.36
25.12,115.88,90.91
41.82,55.43,81.42
39.56,8.79,41.52
14.82,140.43,53.92
30.02,297.49,71.86
25.81,33.09,61.67
14.62,269.27,41.08
14.21,155.01,42.69
37.46,172.58,44.18
34.86,168.27,37.49
35.07,84.66,58.47
16.29,118.13,60.02
10.61,146.89,44.44
28.91,75.4,37.73
29.24,32.49,42.46
27.0,220.31,54.94
21.75,184.95,34.61
18.14,6.43,13.4
10.68,233.67,11.58
11.9,203.56,41.09
20.58,164.57,73.22
24.3,109.3,99.6
33.91,255.21,33.79
34.33,35.79,15.55
11.89,180.75,88.28
19.45,24.61,69.46
21.14,208.83,14.23
43.73,68.52,65.64
18.09,231.34,32.57
42.71,167.75,86.2
37.23,274.36,82.11
41.51,17.65,55.93
38.26,231.98,49.75
10.82,75.88,83.87
39.38,107.83,47.92
43.73,165.76,48.39
43.74,36.22,29.15
29.04,210.77,55.41
30.21,299.8,93.3
21.93,195.46,78.95
18.89,144.89,29.28
26.21,29.63,22.42
36.4,193.35,50.75
33.71,172.29,46.34
37.17,275.77,14.9
20.29,159.68,41.07
20.04,275.99,95.8
24.0,249.24,36.25
13.99,71.78,87.39
15.67,223.77,82.67
35.73,126.66,49.6
27.04,264.02,55.09
29.37,285.74,17.65
13.97,26.51,98.75
18.29,102.73,75.49
34.91,104.85,50.89
22.5,185.23,88.33
27.07,147.14,49.37
22.34,72.7,62.29
39.93,210.57,98.6
26.28,11.95,44.25
37.19,209.65,98.46
27.66,126.32,53.78
16.87,5.77,76.47
12.66,40.46,64.28
31.19,32.92,85.92
40.06,196.66,21.04
30.38,17.72,56.24
15.91,57.52,82.95
30.6,244.11,29.3
32.01,208.44,18.54
44.18,206.55,30.7
32.44,256.78,26.52
10.42,219.92,95.16
42.59,111.05,61.25
41.0,262.32,51.95
20.06,61.88,77.73
26.19,66.08,50.43
18.2,46.42,98.92
39.87,14.59,23.06
10.4,296.55,46.85
17.79,115.23,80.27
13.06,202.85,43.6
11.1,238.39,67.62
11.91,136.07,62.56
41.31,260.03,11.85
37.15,166.64,77.99
42.49,241.39,17.95
11.12,183.74,57.55
37.05,112.11,42.29
26.61,56.63,55.17
28.4,8.25,60.19
22.83,10.79,33.76
36.68,5.97,90.68
21.88,237.99,61.04
20.65,262.94,66.85
14.27,186.1,12.24
21.52,213.76,49.87
43.25,105.33,69.14
33.15,215.86,23.68
14.36,244.03,47.76
32.15,101.58,28.71
32.96,0.18,52.25
36.71,295.81,91.08
40.66,79.56,42.21
16.25,174.46,72.77
24.78,109.93,75.35
44.82,288.98,20.68
13.11,59.79,78.01
37.26,220.08,86.59
22.43,291.66,78.29
12.94,276.58,69.33
43.66,281.48,13.43
26.85,279.76,40.56
41.82,250.12,45.55
40.54,1.24,24.68
14.35,96.08,19.38
25.36,146.99,15.61
11.44,75.27,66.28
20.76,213.05,63.44
19.18,106.11,68.44
28.21,255.63,13.59
32.15,156.86,75.19
31.14,41.93,15.83
25.28,183.1,83.43
24.9,241.55,67.33
26.34,64.7,77.55
31.43,183.27,41.33
40.81,32.33,96.17
36.21,15.47,34.46
42.27,109.82,13.38
22.38,190.39,36.01
15.95,66.83,55.49
25.13,6.88,16.53
26.03,69.36,80.62
22.87,82.25,36.31
36.85,146.66,51.57
35.24,24.24,95.18
29.14,67.48,35.21
13.44,274.19,13.02
19.17,52.32,15.75
21.58,200.66,87.64
12.17,44.77,40.53
33.04,104.21,50.7
10.71,59.33,55.26
16.36,106.2,23.95
16.34,27.6,92.98
28.72,274.79,94.99
24.44,118.07,97.33
26.99,291.71,26.65
15.81,74.04,74.2
15.58,134.3,44.56
30.2,52.1,85.36
36.19,191.82,91.73
34.79,59.99,40.06
37.48,35.78,94.75
23.53,240.57,27.25
25.17,122.65,72.26
23.67,53.59,58.82
44.54,154.81,43.19
37.77,265.26,53.15
21.88,24.09,34.78
14.66,93.3,52.26
27.27,191.05,40.33
22.6,96.64,69.1
27.98,268.83,77.57
41.97,63.86,79.3
41.82,27.74,22.08
40.89,186.48,33.89
10.46,63.81,80.35
37.94,184.17,36.23
39.6,160.11,49.65
23.17,124.97,71.39
31.8,137.86,64.49
38.82,257.82,35.42
41.23,91.86,96.65
40.2,284.28,54.16
35.57,128.6,30.34
12.59,17.4,32.54
29.12,250.43,93.45
31.91,87.93,72.95
44.37,69.16,11.09
19.92,140.27,14.49
27.93,243.98,68.89
17.32,46.97,42.17
44.2,80.3,91.41
44.57,224.24,15.15
23.7,63.04,24.04
13.04,243.69,89.8
11.98,31.48,95.81
21.34,212.17,94.21
31.95,20.23,85.75
37.18,72.19,60.36
20.45,73.75,55.24
12.41,79.81,56.58
13.98,146.27,29.99
24.72,120.66,33.89
37.52,275.2,61.73
36.92,269.83,21.89
19.01,276.91,51.97
20.92,267.97,85.29
17.04,168.71,91.02
20.84,163.28,44.02
17.35,295.29,80.63
10.49,42.46,50.22
44.63,285.23,58.83
35.87,139.4,19.33
16.45,115.36,89.33
18.49,136.33,33.44
30.43,128.36,24.98
25.23,130.75,67.63
11.01,28.63,70.5
21.9,213.23,50.59
33.85,291.21,83.39
28.59,219.35,93.41
42.81,158.12,84.48
32.99,267.69,58.16
33.27,206.72,67.19
28.73,256.35,50.67
18.05,14.89,60.06
38.45,70.74,11.91
13.45,264.36,16.5
11.17,278.8,11.49
19.05,216.53,97.48
14.03,143.9,42.58
22.06,273.56,54.21
34.73,138.08,73.68
32.0,237.86,62.3
21.57,45.31,45.64
17.89,199.43,52.5
37.07,49.25,85.4
29.7,48.11,78.64
16.59,79.67,25.86
24.01,55.18,53.51
14.49,125.23,63.22
38.68,136.17,24.78
11.58,176.54,73.53
23.4,218.73,58.14
42.51,250.06,40.79
17.49,92.98,75.93
30.97,289.54,19.81
21.45,20.49,20.35
38.85,24.94,57.15
39.02,188.15,83.57
43.27,48.01,98.58
10.59,105.57,87.99
22.9,0.1,28.31
17.83,42.53,30.35
20.91,3.03,28.92
19.71,37.88,25.88
26.66,238.75,30.58
15.83,167.54,71.59
22.98,77.24,92.3
30.44,249.8,38.13
25.38,115.8,80.67
36.54,175.45,86.85
30.83,11.55,64.44
23.81,126.57,60.73
29.66,136.99,34.77
35.75,29.7,84.15
20.16,132.18,12.92
31.75,251.73,18.67
18.39,250.36,36.08
12.15,33.45,48.05
37.93,192.48,34.05
24.62,227.98,36.6
38.5,68.02,93.88
10.89,196.01,18.43
35.8,276.13,52.81
16.08,106.17,11.29
24.47,136.09,52.34
39.26,132.5,43.66
34.34,70.77,62.25
41.54,249.67,85.15
22.29,28.64,89.37
10.17,32.16,23.28
37.44,211.39,22.37
35.65,60.68,99.67
13.55,224.84,17.72
33.17,164.75,84.52
12.66,117.01,12.72
33.64,231.91,68.53
34.02,184.17,13.02
21.11,133.84,54.43
29.46,150.16,77.15
31.8,220.38,79.36
42.54,230.94,38.52
33.37,180.39,98.14
40.0,193.86,69.91
18.33,156.1,54.3
25.04,241.7,88.93
20.18,4.17,21.98
38.23,209.2,20.2
33.85,292.62,72.95
32.63,29.41,80.76
42.02,102.65,92.89
37.48,181.16,76.95
36.05,190.57,94.17
31.61,198.49,80.16
37.52,172.29,34.45
15.86,252.96,25.03
13.77,122.81,93.25
25.95,33.8,53.76
40.46,97.09,23.54
10.38,201.69,49.2
19.52,127.08,26.46
11.68,34.7,52.56
29.83,296.3,75.18
23.75,240.53,35.84
41.14,176.55,64.87
27.12,16.72,48.43
39.21,229.7,50.18
39.65,53.37,37.26
34.49,53.87,22.23
25.57,204.32,76.11
19.29,276.33,98.73
24.43,95.17,50.61
18.71,220.54,51.29
30.48,236.01,89.2
15.82,233.49,65.19
29.06,72.92,86.64
37.74,22.45,60.27
32.18,32.37,29.06
31.03,41.35,93.83
21.4,195.34,18.17
11.26,291.13,94.69
40.53,100.08,14.53
26.56,12.46,71.2
39.24,129.69,14.07
30.31,270.72,19.01
40.39,180.3,69.25
39.02,121.58,97.95
38.57,105.43,32.29
26.09,263.36,29.06
20.89,124.57,74.73
29.67,123.03,40.38
44.74,144.82,99.04
17.68,215.48,66.5
42.97,162.98,34.41
25.9,65.51,63.42
14.47,116.67,99.16
19.49,277.47,85.78
38.7,206.59,39.73
33.03,34.05,72.15
40.14,133.05,94.03
18.04,69.6,38.36
40.6,165.71,69.23
25.42,42.63,40.86
33.63,277.6,55.75
33.45,65.49,57.5
35.82,286.87,55.44
20.59,164.22,84.29
18.83,167.15,99.49
12.91,214.88,62.97
41.94,88.73,27.21
44.97,210.42,62.88
22.56,2.97,22.06
42.1,188.1,18.77
31.97,49.73,45.6
38.94,236.0,63.09
24.01,248.57,22.25
35.08,294.74,55.1
22.49,216.98,27.35
37.29,284.47,59.59
23.6,244.51,61.51
15.72,16.08,81.34
38.11,9.65,53.61
31.76,179.52,24.08
34.96,186.44,81.1
26.43,192.91,78.82
29.41,74.49,89.76
32.56,62.52,17.3
38.56,191.56,70.4
27.0,239.37,35.85
11.38,147.37,98.11
38.12,241.19,37.32
36.89,43.62,52.97
42.87,221.1,41.66
30.38,226.21,38.0
34.18,263.52,21.21
29.62,284.99,48.52
27.89,41.61,23.71
24.23,43.37,92.93
14.98,119.29,97.01
20.22,213.28,20.56
32.5,38.05,76.27
35.1,73.47,94.37
34.96,56.38,18.43
42.78,146.43,71.35
12.64,93.43,50.35
33.42,188.67,87.26
43.36,161.82,79.24
20.29,54.3,43.23
28.29,258.53,34.48
19.38,220.85,20.4
10.31,180.05,57.87
15.84,38.24,52.89
24.59,270.85,77.61
31.57,213.04,31.23
43.79,140.07,74.87
33.2,179.66,57.04
25.37,210.95,49.06
40.66,64.44,18.8
29.38,24.3,63.13
33.39,118.66,47.44
28.7,116.65,61.22
33.06,116.63,73.7
40.08,179.84,59.87
15.31,280.82,48.8
39.61,9.64,87.4
24.89,46.26,87.0
18.98,36.87,21.21
37.37,125.68,99.14
22.25,99.55,63.39
14.16,102.32,61.76
35.38,221.71,86.78
43.94,223.22,51.41
22.11,111.04,43.97
11.28,98.44,11.77
40.1,119.38,20.71
13.78,232.8,27.27
27.55,77.94,85.62
22.61,109.76,73.75
38.35,96.55,16.02
44.52,2.66,33.74
34.08,76.2,28.46
22.21,139.57,52.63
39.37,110.79,63.75
11.5,156.82,21.53
44.29,292.06,53.36
42.63,163.65,35.25
41.53,148.57,48.23
27.13,70.44,55.25
26.46,124.54,80.94
32.07,189.84,55.03
21.48,185.41,74.45
23.41,9.61,85.01
12.08,247.81,47.3
29.11,217.15,83.9
44.33,84.57,91.93
34.82,228.93,24.39
23.46,124.18,70.39
21.74,139.89,12.38
40.0,62.61,17.23
20.52,99.02,34.94
38.61,274.34,51.9
11.14,80.99,72.04
17.55,213.5,11.07
25.91,186.62,94.48
10.87,246.82,86.42
26.07,5.62,93.57
33.07,242.41,26.72
11.84,187.9,96.46
10.08,190.24,60.13
19.96,17.81,36.0
21.13,200.79,30.45
21.96,134.57,58.66
41.61,244.21,66.76
17.49,151.77,91.11
41.43,136.45,52.97
13.42,149.35,67.94
22.29,224.8,61.95
28.52,192.81,87.72
31.41,158.63,15.6
29.58,258.04,75.91
29.87,196.19,95.07
17.2,90.98,75.65
41.11,54.65,34.45
38.16,186.34,60.35
22.45,151.48,82.08
29.85,76.07,35.7
36.81,223.79,73.12
23.7,50.87,98.75
39.94,156.12,67.2
29.28,239.15,42.12
17.69,157.47,59.42
16.2,58.56,96.17
37.59,232.25,85.18
29.66,31.45,71.07
19.78,97.25,71.57
20.36,71.04,41.64
20.49,28.32,92.06
11.0,245.9,78.64
34.24,29.01,88.67
30.21,121.08,34.01
26.75,11.39,68.4
19.04,286.77,87.85
34.91,133.22,52.12
